c1_id,c1_code,c1_name,c1_domain,c1_class,c2_id,c2_code,c2_name,c2_domain,c2_class
912138,33004,Cisplatin and Fluorouracil (CF) and Pembrolizumab,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
912138,33004,Cisplatin and Fluorouracil (CF) and Pembrolizumab,Regimen,Regimen,42542165,595,Esophageal cancer,Condition,Condition
912138,33004,Cisplatin and Fluorouracil (CF) and Pembrolizumab,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
912138,33004,Cisplatin and Fluorouracil (CF) and Pembrolizumab,Regimen,Regimen,42542178,608,Head and neck cancer,Condition,Condition
912139,33489,CHOP-14 (Prednisolone),Regimen,Regimen,42542221,652,Peripheral T-cell lymphoma,Condition,Condition
912159,58097,ICE and ATRA,Regimen,Regimen,912162,58170,NPM1 Acute myeloid leukemia,Condition,Condition
912159,58097,ICE and ATRA,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
912170,59261,KRD-PACE,Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
912211,75489,Cytarabine and Vosaroxin,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
912214,75556,Epirubicin and Vinorelbine (VE),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
912215,75745,AC-TL (Paclitaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
912215,75745,AC-TL (Paclitaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
912227,76057,FA,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
912253,76534,Cisplatin and Gemcitabine (GC) and Cetuximab,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1524816,25410,EHP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524816,25410,EHP,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524817,2191,BDMP-BMP-BAMP-BEVP,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
1524818,2848,"Carboplatin, Pemetrexed, Sintilimab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1524819,3398,ADT and Bicalutamide,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
1524820,4415,"Cisplatin, Pemetrexed, Sintilimab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1524821,5611,Abarelix monotherapy,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
1524822,8531,Abiraterone and Apalutamide,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
1524823,9725,ABVE,Regimen,Regimen,905680,36072,Classical Hodgkin lymphoma pediatric,Condition,Condition
1524826,12646,Aumolertinib monotherapy,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1524826,12646,Aumolertinib monotherapy,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
1524827,12738,BPd,Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524828,12920,"Carboplatin, Pemetrexed, Tislelizumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1524830,13770,BR/RC,Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
1524831,13998,Bv-AVEPC,Regimen,Regimen,905680,36072,Classical Hodgkin lymphoma pediatric,Condition,Condition
1524832,14342,Carboplatin and Etoposide (CE) and Serplulimab,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
1524833,14633,"Cisplatin, Pemetrexed, Tislelizumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1524839,15243,Cisplatin and Gemcitabine (GC) and Durvalumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1524839,15243,Cisplatin and Gemcitabine (GC) and Durvalumab,Regimen,Regimen,42542142,569,Bladder cancer,Condition,Condition
1524839,15243,Cisplatin and Gemcitabine (GC) and Durvalumab,Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
1524840,15543,A-CMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524841,15575,COG AAML0531 arm B (Gemtuzumab),Regimen,Regimen,905641,31848,Acute myeloid leukemia pediatric,Condition,Condition
1524842,15592,COG AAML1031 arm A (high-risk),Regimen,Regimen,905641,31848,Acute myeloid leukemia pediatric,Condition,Condition
1524843,15601,COG AAML1031 arm A (low-risk),Regimen,Regimen,905641,31848,Acute myeloid leukemia pediatric,Condition,Condition
1524844,15616,COG AAML1031 arm C (FLT3/ITD+),Regimen,Regimen,905641,31848,Acute myeloid leukemia pediatric,Condition,Condition
1524847,15641,COG ACNS0332 Protocol A,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524848,15869,COG ACNS0332 Protocol B,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524849,15889,COG ACNS0334 Protocol A,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524850,15905,COG ACNS0334 Protocol B,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524851,15986,COG ARST0531 VAC Arm,Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524851,15986,COG ARST0531 VAC Arm,Regimen,Regimen,42542230,661,Rhabdomyosarcoma,Condition,Condition
1524852,15997,COG ARST0531 VAC/VI Arm,Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524852,15997,COG ARST0531 VAC/VI Arm,Regimen,Regimen,42542230,661,Rhabdomyosarcoma,Condition,Condition
1524853,16017,COG ARST1431 Protocol A (VAC/VI Only),Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524853,16017,COG ARST1431 Protocol A (VAC/VI Only),Regimen,Regimen,42542230,661,Rhabdomyosarcoma,Condition,Condition
1524854,16023,COG ARST1431 Protocol B (VAC/VI and Temsirolimus),Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524854,16023,COG ARST1431 Protocol B (VAC/VI and Temsirolimus),Regimen,Regimen,42542230,661,Rhabdomyosarcoma,Condition,Condition
1524855,16028,COG ARST1431 Protocol C (VAC/VA),Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524855,16028,COG ARST1431 Protocol C (VAC/VA),Regimen,Regimen,42542230,661,Rhabdomyosarcoma,Condition,Condition
1524858,16125,COG D9802 VAC Alone Arm,Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524859,16132,COG D9802 VCPT Alternating with VAC Arm,Regimen,Regimen,1525181,72551,Rhabdomyosarcoma pediatric,Condition,Condition
1524860,16141,ddT-EC,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524861,16152,COG AAML1421 protocol,Regimen,Regimen,905641,31848,Acute myeloid leukemia pediatric,Condition,Condition
1524865,16946,Dara-Vd (SC daratumumab),Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524869,17307,DECA,Regimen,Regimen,905680,36072,Classical Hodgkin lymphoma pediatric,Condition,Condition
1524869,17307,DECA,Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524870,17644,Docetaxel and Nivolumab,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1524877,18601,AC-CMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524880,20253,Futibatinib monotherapy,Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
1524881,20959,CART-EGFRvIII monotherapy,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
1524882,21276,EC-ddT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524886,21632,Alitretinoin monotherapy,Regimen,Regimen,42542431,54036,Kaposi sarcoma,Condition,Condition
1524887,21723,Head Start III Protocol D2,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524888,22695,Apatinib and Gefitinib,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1524888,22695,Apatinib and Gefitinib,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
1524893,25237,AVO,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
1524898,26244,Asciminib monotherapy,Regimen,Regimen,42542155,582,Chronic myeloid leukemia,Condition,Condition
1524904,26720,"Carboplatin and Paclitaxel (CP), Bevacizumab, Nivolumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1524908,28113,COJEC,Regimen,Regimen,42542209,640,Neuroblastoma,Condition,Condition
1524914,28393,D-FEC,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524914,28393,D-FEC,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524914,28393,D-FEC,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
1524915,28404,D-FEC+Bev,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524916,28460,Dara-Kd (SC daratumumab),Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524917,28465,Dara-Rd (SC daratumumab),Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524918,28470,Dara-VMP (SC daratumumab),Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1524920,28714,COG A3961 protocol,Regimen,Regimen,42542209,640,Neuroblastoma,Condition,Condition
1524924,29168,EC-CMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524925,29175,EC-T,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524929,29750,GHP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524929,29750,GHP,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524938,34235,ICE-V,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
1524939,34241,"Idarubicin, L-Asparaginase, Vincristine, Prednisone",Regimen,Regimen,42542141,567,B-cell acute lymphoblastic leukemia,Condition,Condition
1524941,34262,IDR,Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
1524951,35601,SJMB-96 Protocol Average Risk,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524952,35610,SJMB-96 Protocol High Risk,Regimen,Regimen,42542198,628,Medulloblastoma,Condition,Condition
1524956,36152,Mitoxantrone and Vinorelbine (MV),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524957,36167,MMM,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524959,36317,N5/N6,Regimen,Regimen,42542209,640,Neuroblastoma,Condition,Condition
1524960,36351,nab-Sirolimus monotherapy,Regimen,Regimen,1524978,37829,PEComa,Condition,Condition
1524962,37083,"Anastrozole, Goserelin, Palbociclib",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524962,37083,"Anastrozole, Goserelin, Palbociclib",Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
1524963,37198,AC-TH (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524963,37198,AC-TH (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524972,37298,AC-TH (Paclitaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524972,37298,AC-TH (Paclitaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524973,37438,AC-THP (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524973,37438,AC-THP (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524983,37913,AC-THP (Paclitaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1524983,37913,AC-THP (Paclitaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1524984,38013,Pexidartinib monotherapy,Regimen,Regimen,1525018,47742,Tenosynovial giant cell tumor,Condition,Condition
1524994,39183,"ADT, Darolutamide, Docetaxel",Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
1524996,41857,7+3d and Quizartinib,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
1524996,41857,7+3d and Quizartinib,Regimen,Regimen,42542255,1891,FLT3 Acute myeloid leukemia,Condition,Condition
1524997,42055,7+3i and Quizartinib,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
1524997,42055,7+3i and Quizartinib,Regimen,Regimen,42542255,1891,FLT3 Acute myeloid leukemia,Condition,Condition
1525009,45233,AC-THL (Paclitaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525009,45233,AC-THL (Paclitaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1525011,45475,Suramin monotherapy,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
1525016,47727,Tebentafusp monotherapy,Regimen,Regimen,42542245,677,Uveal melanoma,Condition,Condition
1525029,48854,Carboplatin and Etoposide (CE) and Bevacizumab,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
1525032,49767,AVCMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525033,49832,Azacitidine and Ivosidenib,Regimen,Regimen,42542126,552,Acute myeloid leukemia,Condition,Condition
1525033,49832,Azacitidine and Ivosidenib,Regimen,Regimen,42542256,1919,IDH Acute myeloid leukemia,Condition,Condition
1525034,50019,Carboplatin and nab-Paclitaxel (CnP) and Tislelizumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525035,50101,Carboplatin and Paclitaxel (CP) and Tislelizumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525038,51233,Ciltacabtagene autoleucel monotherapy,Regimen,Regimen,42542203,633,Multiple myeloma,Condition,Condition
1525039,51404,Cisplatin and Mitotane,Regimen,Regimen,42542129,555,Adrenocortical carcinoma,Condition,Condition
1525040,51551,Capecitabine and Cisplatin (CX) and RT,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
1525042,51660,COG AALL0932 protocol for standard-risk,Regimen,Regimen,905651,32320,B-cell acute lymphoblastic leukemia pediatric,Condition,Condition
1525044,52243,Exemestane and OFS,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525044,52243,Exemestane and OFS,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
1525045,52328,FEC-P,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525047,52532,FOLFOX-HAIC,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
1525048,52539,FOFLFOX-HAIC and Sorafenib,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
1525050,53003,Doxorubicin and Trabectedin,Regimen,Regimen,42542434,54053,Leiomyosarcoma,Condition,Condition
1525052,55223,D-AC,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525053,56896,D-AC+Bev,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525055,58050,"Daunorubicin, Vincristine, Prednisone",Regimen,Regimen,905651,32320,B-cell acute lymphoblastic leukemia pediatric,Condition,Condition
1525059,58850,ECH-TH (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525059,58850,ECH-TH (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1525060,58899,Nivolumab and Relatlimab,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
1525062,59028,Pola-R-CHP,Regimen,Regimen,37557215,112856,High-grade B-cell lymphoma,Condition,Condition
1525062,59028,Pola-R-CHP,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
1525064,59175,S-1 and RT,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
1525064,59175,S-1 and RT,Regimen,Regimen,42542165,595,Esophageal cancer,Condition,Condition
1525066,59473,"CapeOx, Pembrolizumab, Trastuzumab",Regimen,Regimen,912153,43987,ERBB2 Gastric cancer,Condition,Condition
1525066,59473,"CapeOx, Pembrolizumab, Trastuzumab",Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
1525067,59536,Carboplatin and Paclitaxel (CP) and Camrelizumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525068,59546,Carboplatin and Paclitaxel (CP) and Nivolumab,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1525068,59546,Carboplatin and Paclitaxel (CP) and Nivolumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525068,59546,Carboplatin and Paclitaxel (CP) and Nivolumab,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1525069,59550,Carboplatin and Paclitaxel (CP) and Sugemalimab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525070,59563,Carboplatin and Paclitaxel (CP) and Trastuzumab,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
1525070,59563,Carboplatin and Paclitaxel (CP) and Trastuzumab,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
1525070,59563,Carboplatin and Paclitaxel (CP) and Trastuzumab,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
1525071,59657,"Carboplatin, Pemetrexed, Sugemalimab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
1525072,59980,Cisplatin and Docetaxel (DC) and Nivolumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525072,59980,Cisplatin and Docetaxel (DC) and Nivolumab,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1525073,59981,Cisplatin and Fluorouracil (CF) and Sintilimab,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
1525074,59984,Cisplatin and Gemcitabine (GC) and Nivolumab,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
1525074,59984,Cisplatin and Gemcitabine (GC) and Nivolumab,Regimen,Regimen,37558276,126044,Urothelial carcinoma,Condition,Condition
1525075,59989,Cisplatin and Vinorelbine (CVb) and Nivolumab,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
1525076,60000,Cisplatin and Paclitaxel (TP) and Sintilimab,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
1525077,60003,Cisplatin and Paclitaxel (TP) and Toripalimab,Regimen,Regimen,905580,1235,Esophageal squamous cell carcinoma,Condition,Condition
