concept_id,concept_name,concept_class_id,vocabulary_id,domain_id,concept_code,invalid_reason,valid_concept_id
35803170,Mapatumumab,Component,HemOnc,Drug,320,,36862971
35803171,Masitinib,Component,HemOnc,Drug,321,,36859404
35803172,Mechlorethamine,Component,HemOnc,Drug,322,,1394337
35803173,Medroxyprogesterone acetate,Component,HemOnc,Drug,323,,1500211
35803174,Megestrol,Component,HemOnc,Drug,324,,1300978
35803175,Melphalan,Component,HemOnc,Drug,325,,1301267
35803176,Mepolizumab,Component,HemOnc,Drug,326,,35606631
35803177,Mercaptopurine,Component,HemOnc,Drug,327,,1436650
35803178,Mesna,Component,HemOnc,Drug,328,,1354698
35803179,Methotrexate,Component,HemOnc,Drug,329,,1305058
35803180,Methoxsalen,Component,HemOnc,Drug,330,,905223
35803181,Methylprednisolone,Component,HemOnc,Drug,331,,1506270
35803182,Metoclopramide,Component,HemOnc,Drug,332,,906780
35803183,Midostaurin,Component,HemOnc,Drug,333,,1594003
35803184,Mitomycin,Component,HemOnc,Drug,334,,1389036
35803185,Mitotane,Component,HemOnc,Drug,335,,1309161
35803186,Mitoxantrone,Component,HemOnc,Drug,336,,1309188
35803187,Mocetinostat,Component,HemOnc,Drug,337,,36855534
35803188,Mogamulizumab,Component,HemOnc,Drug,338,,35200202
35803189,Momelotinib,Component,HemOnc,Drug,339,,746600
35803190,Montelukast,Component,HemOnc,Drug,340,,1154161
35803191,Motesanib,Component,HemOnc,Drug,341,,36861916
35803192,Moxetumomab pasudotox,Component,HemOnc,Drug,342,,35200995
35803193,Mycophenolate mofetil,Component,HemOnc,Drug,343,,19003999
35803194,Birtamimab,Component,HemOnc,Drug,344,,36862585
35803195,Nabilone,Component,HemOnc,Drug,345,,913440
35803196,Nadroparin,Component,HemOnc,Drug,346,,19001014
35803197,Necitumumab,Component,HemOnc,Drug,347,,35606215
35803198,Nedaplatin,Component,HemOnc,Drug,348,,35198201
35803199,Nelarabine,Component,HemOnc,Drug,349,,19002912
35803200,Neratinib,Component,HemOnc,Drug,350,,793846
35803201,Netupitant and palonosetron,Component,HemOnc,Drug,351,,911354
35803201,Netupitant and palonosetron,Component,HemOnc,Drug,351,,45774966
35803202,Nilotinib,Component,HemOnc,Drug,352,,1394023
35803203,Nilutamide,Component,HemOnc,Drug,353,,1315286
35803204,Nimustine,Component,HemOnc,Drug,354,,36849088
35803205,Nintedanib,Component,HemOnc,Drug,355,,45775396
35803206,Niraparib,Component,HemOnc,Drug,356,,1593861
35803207,Nivolumab,Component,HemOnc,Drug,357,,45892628
35803208,Nolatrexed,Component,HemOnc,Drug,358,,36858805
35803210,Norethandrolone,Component,HemOnc,Drug,360,,19128219
35803211,Obinutuzumab,Component,HemOnc,Drug,361,,44507676
35803212,Octreotide,Component,HemOnc,Drug,362,,1522957
35803213,Octreotide LAR,Component,HemOnc,Drug,363,,1522957
35803214,Ofatumumab,Component,HemOnc,Drug,364,,40167582
35803215,Olanzapine,Component,HemOnc,Drug,365,,785788
35803216,Olaparib,Component,HemOnc,Drug,366,,45892579
35803217,Olaratumab,Component,HemOnc,Drug,367,,1718346
35803218,Omacetaxine,Component,HemOnc,Drug,368,,45775576
35803219,Omeprazole,Component,HemOnc,Drug,369,,923645
35803220,Onartuzumab,Component,HemOnc,Drug,370,,36859615
35803221,Ondansetron,Component,HemOnc,Drug,371,,1000560
35803222,Oprelvekin,Component,HemOnc,Drug,372,,1318030
35803223,Oprozomib,Component,HemOnc,Drug,373,,36859650
35803224,Orteronel,Component,HemOnc,Drug,374,,36862094
35803225,Osimertinib,Component,HemOnc,Drug,375,,35605522
35803226,Otlertuzumab,Component,HemOnc,Drug,376,,36850367
35803227,Oxaliplatin,Component,HemOnc,Drug,377,,1318011
35803228,Paclitaxel nanoparticle albumin-bound,Component,HemOnc,Drug,378,,902729
35803229,Paclitaxel,Component,HemOnc,Drug,379,,1378382
35803230,Pacritinib,Component,HemOnc,Drug,380,,779180
35803231,Palbociclib,Component,HemOnc,Drug,381,,45892075
35803232,Palonosetron,Component,HemOnc,Drug,382,,911354
35803233,Pamidronate,Component,HemOnc,Drug,383,,1511646
35803234,Panitumumab,Component,HemOnc,Drug,384,,19100985
35803235,Panobinostat,Component,HemOnc,Drug,385,,46221435
35803236,Pantoprazole,Component,HemOnc,Drug,386,,948078
35803237,Pazopanib,Component,HemOnc,Drug,387,,40167554
35803238,Pegaspargase,Component,HemOnc,Drug,388,,1326481
35803239,Pegfilgrastim-jmdb,Component,HemOnc,Drug,389,,1325608
35803240,Pegfilgrastim,Component,HemOnc,Drug,390,,1325608
35803241,Peginterferon alfa-2a,Component,HemOnc,Drug,391,,1714165
35803242,Peginterferon alfa-2b,Component,HemOnc,Drug,392,,1797155
35803243,Pegylated liposomal doxorubicin,Component,HemOnc,Drug,393,,902725
35803244,Pembrolizumab,Component,HemOnc,Drug,394,,45775965
35803245,Pemetrexed,Component,HemOnc,Drug,395,,1304919
35803246,Pentamidine,Component,HemOnc,Drug,396,,1730370
35803247,Pentostatin,Component,HemOnc,Drug,397,,19031224
35803249,Perifosine,Component,HemOnc,Drug,399,,36850249
35803250,Pertuzumab,Component,HemOnc,Drug,400,,42801287
35803251,Phenytoin,Component,HemOnc,Drug,401,,740910
35803252,Phytonadione,Component,HemOnc,Drug,402,,19044727
35803253,Pictilisib,Component,HemOnc,Drug,403,,36858272
35803254,Pidilizumab,Component,HemOnc,Drug,404,,36855913
35803255,Pirarubicin,Component,HemOnc,Drug,405,,19093366
35803256,Pixantrone,Component,HemOnc,Drug,406,,36879010
35803257,Plerixafor,Component,HemOnc,Drug,407,,19017581
35803258,Plicamycin,Component,HemOnc,Drug,408,,19009165
35803259,Plinabulin,Component,HemOnc,Drug,409,,36855020
35803260,Pomalidomide,Component,HemOnc,Drug,410,,43014237
35803261,Ponatinib,Component,HemOnc,Drug,411,,43013182
35803262,Porfimer,Component,HemOnc,Drug,412,,19089602
35803263,Pracinostat,Component,HemOnc,Drug,413,,36857749
35803264,Pralatrexate,Component,HemOnc,Drug,414,,40166461
35803265,Prasugrel,Component,HemOnc,Drug,415,,40163718
35803266,Pravastatin,Component,HemOnc,Drug,416,,1551860
35803267,Prednisolone,Component,HemOnc,Drug,417,,1550557
35803268,Prednisone,Component,HemOnc,Drug,418,,1551099
35803269,Procarbazine,Component,HemOnc,Drug,419,,1351779
35803270,Prochlorperazine,Component,HemOnc,Drug,420,,752061
35803271,Promethazine,Component,HemOnc,Drug,421,,1153013
35803272,Protamine sulfate,Component,HemOnc,Drug,422,,19054242
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,1351935
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,42801108
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,44507865
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,44785020
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,44785022
35803273,Prothrombin Complex Concentrate human,Component,HemOnc,Drug,423,,44785045
35803274,Quinine,Component,HemOnc,Drug,424,,1760616
35803275,Quisinostat,Component,HemOnc,Drug,425,,36855098
35803276,Quizartinib,Component,HemOnc,Drug,426,,746225
35803277,Rabeprazole,Component,HemOnc,Drug,427,,911735
35803278,Radium-223,Component,HemOnc,Drug,428,,902727
35803278,Radium-223,Component,HemOnc,Drug,428,,45775578
35803279,Radotinib,Component,HemOnc,Drug,429,,43009098
35803280,Raloxifene,Component,HemOnc,Drug,430,,1513103
35803281,Raltitrexed,Component,HemOnc,Drug,431,,19038536
35803282,Ramosetron,Component,HemOnc,Drug,432,,2100525
35803283,Ramucirumab,Component,HemOnc,Drug,433,,44818489
35803284,Ranimustine,Component,HemOnc,Drug,434,,35197850
35803285,Ranitidine,Component,HemOnc,Drug,435,,961047
35803286,Rasburicase,Component,HemOnc,Drug,436,,1304565
35803287,Refametinib,Component,HemOnc,Drug,437,,1254495
35803288,Regorafenib,Component,HemOnc,Drug,438,,42903460
35803289,Retaspimycin,Component,HemOnc,Drug,439,,36856151
35803290,Rho(D) immune globulin,Component,HemOnc,Drug,440,,535714
35803291,Ribociclib,Component,HemOnc,Drug,441,,1592911
35803292,Ricolinostat,Component,HemOnc,Drug,442,,36862856
35803293,Rilotumumab,Component,HemOnc,Drug,443,,36852018
35803294,Risedronate,Component,HemOnc,Drug,444,,19115051
35803295,Rituximab-abbs,Component,HemOnc,Drug,445,,1314273
35803296,Rituximab,Component,HemOnc,Drug,446,,1314273
35803297,Rituximab and hyaluronidase human,Component,HemOnc,Drug,447,,1314273
35803297,Rituximab and hyaluronidase human,Component,HemOnc,Drug,447,,19073699
35803298,Rivaroxaban,Component,HemOnc,Drug,448,,40241331
35803299,Rociletinib,Component,HemOnc,Drug,449,,36853448
35803300,Rolapitant,Component,HemOnc,Drug,450,,46287434
35803301,Romidepsin,Component,HemOnc,Drug,451,,40168385
35803302,Romiplostim,Component,HemOnc,Drug,452,,19032407
35803303,Ropeginterferon alfa-2b,Component,HemOnc,Drug,453,,702407
35803304,Rucaparib,Component,HemOnc,Drug,454,,1718850
35803305,Ruxolitinib,Component,HemOnc,Drug,455,,40244464
35803306,Sacituzumab govitecan,Component,HemOnc,Drug,456,,1145484
35803307,Samarium-153,Component,HemOnc,Drug,457,,1365720
35803309,Sargramostim,Component,HemOnc,Drug,459,,1308432
35803310,Scopolamine,Component,HemOnc,Drug,460,,965748
35803311,Selinexor,Component,HemOnc,Drug,461,,1361191
35803312,Selumetinib,Component,HemOnc,Drug,462,,37499520
35803313,Semuloparin,Component,HemOnc,Drug,463,,1145735
35803314,Semustine,Component,HemOnc,Drug,464,,36853363
35803315,Sennosides,Component,HemOnc,Drug,465,,938268
35803316,Siltuximab,Component,HemOnc,Drug,466,,44818461
35803317,Sipuleucel-T,Component,HemOnc,Drug,467,,40224095
35803318,Sirolimus,Component,HemOnc,Drug,468,,19034726
35803319,Sonidegib,Component,HemOnc,Drug,469,,46275491
35803320,Sorafenib,Component,HemOnc,Drug,470,,1363387
35803321,Spebrutinib,Component,HemOnc,Drug,471,,36856731
35803322,Streptozocin,Component,HemOnc,Drug,472,,19136210
35803323,Sunitinib,Component,HemOnc,Drug,473,,1336539
35803324,Tacrolimus,Component,HemOnc,Drug,474,,950637
35803325,Tagraxofusp,Component,HemOnc,Drug,475,,1356361
35803326,Talazoparib,Component,HemOnc,Drug,476,,35201068
35803327,Talimogene laherparepvec,Component,HemOnc,Drug,477,,42903942
35803328,Tamibarotene,Component,HemOnc,Drug,478,,35198219
35803329,Tamoxifen,Component,HemOnc,Drug,479,,1436678
35803330,Tbo-filgrastim,Component,HemOnc,Drug,480,,1304850
35803331,Tegafur gimeracil oteracil,Component,HemOnc,Drug,481,,19056756
35803332,Tegafur and uracil,Component,HemOnc,Drug,482,,19006877
35803332,Tegafur and uracil,Component,HemOnc,Drug,482,,19056756
35803333,Telotristat,Component,HemOnc,Drug,483,,1592537
35803334,Temozolomide,Component,HemOnc,Drug,484,,1341149
35803335,Temsirolimus,Component,HemOnc,Drug,485,,19092845
35803336,Teniposide,Component,HemOnc,Drug,486,,19136750
35803337,Tesetaxel,Component,HemOnc,Drug,487,,36862110
35803338,Thalidomide,Component,HemOnc,Drug,488,,19137042
35803339,Thioguanine,Component,HemOnc,Drug,489,,1437379
35803340,Thiotepa,Component,HemOnc,Drug,490,,19137385
35803341,Ticagrelor,Component,HemOnc,Drug,492,,40241186
35803342,Ticlopidine,Component,HemOnc,Drug,493,,1302398
35803343,Tigatuzumab,Component,HemOnc,Drug,494,,36849926
35803344,Tinzaparin,Component,HemOnc,Drug,495,,1308473
35803345,Tipifarnib,Component,HemOnc,Drug,496,,36859494
35803346,Tirofiban,Component,HemOnc,Drug,497,,19017067
35803347,Tisagenlecleucel,Component,HemOnc,Drug,498,,792737
35803348,Tivantinib,Component,HemOnc,Drug,499,,36860467
35803349,Tivozanib,Component,HemOnc,Drug,500,,36026750
35803350,Tocilizumab,Component,HemOnc,Drug,501,,40171288
35803351,Tofacitinib,Component,HemOnc,Drug,502,,42904205
35803352,Topotecan,Component,HemOnc,Drug,503,,1378509
35803353,Toremifene,Component,HemOnc,Drug,504,,1342346
35803354,Tosedostat,Component,HemOnc,Drug,505,,36858997
35803355,Tositumomab and I-131,Component,HemOnc,Drug,506,,19068894
35803356,Trabectedin,Component,HemOnc,Drug,507,,35603017
35803357,Trametinib,Component,HemOnc,Drug,508,,43532497
35803358,Tranexamic acid,Component,HemOnc,Drug,509,,1303425
35803359,Trastuzumab-dkst,Component,HemOnc,Drug,510,,1387104
35803360,Trastuzumab-pkrb,Component,HemOnc,Drug,511,,1387104
35803361,Trastuzumab,Component,HemOnc,Drug,512,,1387104
35803362,Trebananib,Component,HemOnc,Drug,513,,36863101
35803363,Tremelimumab,Component,HemOnc,Drug,514,,741851
35803364,Treosulfan,Component,HemOnc,Drug,515,,19042545
35803365,Trifluridine and tipiracil,Component,HemOnc,Drug,516,,905078
35803365,Trifluridine and tipiracil,Component,HemOnc,Drug,516,,35602757
35803366,Trimethoprim-Sulfamethoxazole,Component,HemOnc,Drug,517,,1705674
35803366,Trimethoprim-Sulfamethoxazole,Component,HemOnc,Drug,517,,1836430
35803367,Triptorelin,Component,HemOnc,Drug,518,,1343039
35803368,Tropisetron,Component,HemOnc,Drug,519,,19002800
35803369,Ublituximab,Component,HemOnc,Drug,520,,1301397
35803370,Unfractionated heparin,Component,HemOnc,Drug,521,,1367571
35803371,Uracil mustard,Component,HemOnc,Drug,522,,19006880
35803372,Uridine triacetate,Component,HemOnc,Drug,523,,46287389
35803373,Vadastuximab talirine,Component,HemOnc,Drug,524,,36861569
35803374,Valacyclovir,Component,HemOnc,Drug,525,,1717704
35803375,Valganciclovir,Component,HemOnc,Drug,526,,1703063
35803376,Valproate,Component,HemOnc,Drug,527,,745466
35803377,Valrubicin,Component,HemOnc,Drug,528,,19012543
35803378,Vandetanib,Component,HemOnc,Drug,529,,40238052
35803379,Varlilumab,Component,HemOnc,Drug,530,,36848613
35803380,Veliparib,Component,HemOnc,Drug,531,,36848631
35803381,Veltuzumab,Component,HemOnc,Drug,532,,36856060
35803382,Vemurafenib,Component,HemOnc,Drug,533,,40241937
35803383,Venetoclax,Component,HemOnc,Drug,534,,35604205
35803384,Vinblastine,Component,HemOnc,Drug,535,,19008264
35803385,Vincristine,Component,HemOnc,Drug,536,,1308290
35803386,Vincristine liposomal,Component,HemOnc,Drug,537,,902728
35803387,Vindesine,Component,HemOnc,Drug,538,,19008336
35803388,Vinflunine,Component,HemOnc,Drug,539,,36878852
35803389,Vinorelbine,Component,HemOnc,Drug,540,,1343346
35803390,Vismodegib,Component,HemOnc,Drug,541,,42709321
35803391,Volasertib,Component,HemOnc,Drug,542,,36853074
35803392,Vorapaxar,Component,HemOnc,Drug,543,,44818499
35803393,Voriconazole,Component,HemOnc,Drug,544,,1714277
35803394,Vorinostat,Component,HemOnc,Drug,545,,1337651
35803395,Vosaroxin,Component,HemOnc,Drug,546,,36858795
35803396,Warfarin,Component,HemOnc,Drug,547,,1310149
35803397,Zidovudine,Component,HemOnc,Drug,548,,1710612
35803398,Ziv-aflibercept,Component,HemOnc,Drug,549,,40244266
35803399,Zoledronic acid,Component,HemOnc,Drug,550,,1524674
35803701,Trimethoprim/Sulfamethoxazole (Bactrim DS),Component,HemOnc,Drug,3472,D,1705674
35803701,Trimethoprim/Sulfamethoxazole (Bactrim DS),Component,HemOnc,Drug,3472,D,1836430
35805492,Factor X human,Component,HemOnc,Drug,18870,,44785022
35805783,Intravenous immunoglobulin,Component,HemOnc,Drug,21959,,19117912
35807159,Von Willebrand factor and factor VIII complex human,Component,HemOnc,Drug,38407,,1352213
35807159,Von Willebrand factor and factor VIII complex human,Component,HemOnc,Drug,38407,,44785885
35807336,Cyclosporine,Component,HemOnc,Drug,45569,,19010482
37556794,Abarelix,Component,HemOnc,Drug,3652,,19010868
37556903,Furmonertinib,Component,HemOnc,Drug,51224,,36855491
37556986,Linsitinib,Component,HemOnc,Drug,75494,,36849337
37557009,Prednimustine,Component,HemOnc,Drug,76031,,19135793
37557025,Urethane,Component,HemOnc,Drug,76287,,43526080
37557047,Pipobroman,Component,HemOnc,Drug,76563,,19046625
37557073,Mirvetuximab soravtansine,Component,HemOnc,Drug,109643,,741947
37557085,Agatolimod,Component,HemOnc,Drug,110427,,746684
37557114,Farletuzumab,Component,HemOnc,Drug,110733,,36850384
37557115,Figitumumab,Component,HemOnc,Drug,110743,,36862449
37557120,Glofitamab,Component,HemOnc,Drug,110791,,1201501
37557145,Mosunetuzumab,Component,HemOnc,Drug,111261,,1301307
37557150,Nadofaragene firadenovec,Component,HemOnc,Drug,111273,,746328
37557157,Olutasidenib,Component,HemOnc,Drug,111358,,742050
37557162,Pertuzumab and Trastuzumab hyaluronidase,Component,HemOnc,Drug,111391,,1387104
37557162,Pertuzumab and Trastuzumab hyaluronidase,Component,HemOnc,Drug,111391,,19073699
37557162,Pertuzumab and Trastuzumab hyaluronidase,Component,HemOnc,Drug,111391,,42801287
37557167,Pyrotinib,Component,HemOnc,Drug,111427,,36856361
37557177,Talquetamab,Component,HemOnc,Drug,111584,,746340
37557181,Tirapazamine,Component,HemOnc,Drug,111602,,36849749
37557183,Vadimezan,Component,HemOnc,Drug,111630,,36848811
37557187,Vorolanib,Component,HemOnc,Drug,111644,,36863539
37557229,Buserelin,Component,HemOnc,Drug,114346,,19033280
37557231,Etranacogene dezaparvovec,Component,HemOnc,Drug,114383,,1301479
37557233,Lifileuecel,Component,HemOnc,Drug,114432,,42609269
37557234,Protein C human,Component,HemOnc,Drug,114468,,42801108
37557235,Retifanlimab,Component,HemOnc,Drug,114475,,1302024
37557237,Tabelecleucel,Component,HemOnc,Drug,114494,,36857534
37557240,Verbrinacogene setparvovec,Component,HemOnc,Drug,114506,,36858952
37557250,Iobenguane I 131,Component,HemOnc,Drug,115124,,19019942
37557267,Bumetanide,Component,HemOnc,Drug,116681,,932745
37557270,Carbasalate calcium,Component,HemOnc,Drug,116701,,40798706
37557273,Clobetasol,Component,HemOnc,Drug,116765,,998415
37557308,Erythromycin,Component,HemOnc,Drug,117036,,1746940
37557324,Sodium bicarbonate,Component,HemOnc,Drug,118279,,939506
37557329,Testosterone cypionate,Component,HemOnc,Drug,118358,,1636780
37557374,Bevacizumab-maly,Component,HemOnc,Drug,119949,,1397141
37557382,Borofalan-10B,Component,HemOnc,Drug,119973,,36854939
37557389,Carmofur,Component,HemOnc,Drug,119992,,35884377
37557392,Celecoxib,Component,HemOnc,Drug,120000,,1118084
37557418,Daratumumab and vorhyaluronidase,Component,HemOnc,Drug,120089,,35605744
37557418,Daratumumab and vorhyaluronidase,Component,HemOnc,Drug,120089,,36851380
37557419,Darinaparsin,Component,HemOnc,Drug,120090,,36855411
37557427,Donafenib,Component,HemOnc,Drug,120118,,36851308
37557431,Elranatamab,Component,HemOnc,Drug,120161,,746391
37557439,Ethinylestradiol,Component,HemOnc,Drug,120175,,1549786
37557444,Filgrastim-ayow,Component,HemOnc,Drug,120189,,1304850
37557447,Fosnetupitant,Component,HemOnc,Drug,120195,,45774966
37557455,Histamine dihydrochloride,Component,HemOnc,Drug,120274,,19069019
37557462,Interferon gamma-1a,Component,HemOnc,Drug,120420,,42903737
37557475,Mifamurtide,Component,HemOnc,Drug,120531,,36878942
37557477,Miriplatin,Component,HemOnc,Drug,120535,,36853647
37557479,Niraparib and abiraterone,Component,HemOnc,Drug,120586,,1593861
37557479,Niraparib and abiraterone,Component,HemOnc,Drug,120586,,40239056
37557480,Nirogacestat,Component,HemOnc,Drug,120587,,747349
37557483,Olverembatinib,Component,HemOnc,Drug,120610,,36858964
37557488,Padeliporfin,Component,HemOnc,Drug,120642,,36856986
37557489,Pegfilgrastim-fpgk,Component,HemOnc,Drug,120652,,1325608
37557490,Pegfilgrastim-pbbk,Component,HemOnc,Drug,120653,,1325608
37557502,Racotumomab,Component,HemOnc,Drug,120701,,36852040
37557508,Rebimastat,Component,HemOnc,Drug,120714,,36849507
37557513,Sitagliptin,Component,HemOnc,Drug,120762,,1539403
37557516,Taloporfin,Component,HemOnc,Drug,120803,,36860324
37557520,Temoporfin,Component,HemOnc,Drug,120813,,19011067
37557521,Tirabrutinib,Component,HemOnc,Drug,120817,,1253586
37557524,Triethylenemelamine,Component,HemOnc,Drug,120836,,1146602
37557525,Trofosfamide,Component,HemOnc,Drug,120837,,19101677
37557528,Valemetostat,Component,HemOnc,Drug,120865,,36852705
37557532,Vonoprazan,Component,HemOnc,Drug,120882,,779984
37557533,Vorasidenib,Component,HemOnc,Drug,120883,,1735000
37557739,Chlorozotocin,Component,HemOnc,Drug,121807,,43012229
37557751,Concizumab,Component,HemOnc,Drug,121922,,36852954
37557790,Dinutuximab beta,Component,HemOnc,Drug,122132,,40685018
37557854,Fadrozole,Component,HemOnc,Drug,122313,,36857877
37557860,Fitusiran,Component,HemOnc,Drug,122376,,36861527
37557967,Lasofoxifene,Component,HemOnc,Drug,123739,,36850663
37557968,Lazertinib,Component,HemOnc,Drug,123749,,1735080
37558002,Melphalan for Injection-Hepatic Delivery System,Component,HemOnc,Drug,124558,,1301267
37558012,Mezigdomide,Component,HemOnc,Drug,124580,,36859146
37558016,Mitomycin pyelocalyceal,Component,HemOnc,Drug,124616,,1389036
37558025,Motixafortide,Component,HemOnc,Drug,124664,,746567
37558170,Simvastatin,Component,HemOnc,Drug,125601,,1539403
37558306,Zolbetuximab,Component,HemOnc,Drug,127128,,1735539
37560710,Danicopan,Component,HemOnc,Drug,135141,,42609527
37560738,Eflornithine,Component,HemOnc,Drug,135220,,978236
37560821,Oblimersen,Component,HemOnc,Drug,136048,,36854236
37560841,Repotrectinib,Component,HemOnc,Drug,136156,,747362
37560871,Tarlatamab,Component,HemOnc,Drug,136303,,1734429
37560914,ADAMTS13 recombinant,Component,HemOnc,Drug,139603,,747260
37560917,Afamitresgene autoleucel,Component,HemOnc,Drug,139608,,1734945
37561055,Exagamglogene autotemcel,Component,HemOnc,Drug,140113,,747499
37561155,Nogapendekin alfa inbakicept,Component,HemOnc,Drug,141155,,1734398
37561188,Rusfertide,Component,HemOnc,Drug,141339,,36863211
37561219,Tovorafenib,Component,HemOnc,Drug,141487,,1734345
37561253,Axatilimab,Component,HemOnc,Drug,142045,,1735157
37561338,Efanesoctocog alfa,Component,HemOnc,Drug,142348,,1253104
37561368,Ivonescimab,Component,HemOnc,Drug,143813,,36863314
37561374,Mavorixafor,Component,HemOnc,Drug,144015,,1734480
37561402,Sovleplenib,Component,HemOnc,Drug,144344,,36855116
37561471,Atezolizumab and hyaluronidase,Component,HemOnc,Drug,145036,,19073699
37561471,Atezolizumab and hyaluronidase,Component,HemOnc,Drug,145036,,42629079
37561559,Cadonilimab,Component,HemOnc,Drug,145172,,36853097
37561809,Finotonlimab,Component,HemOnc,Drug,145560,,36852065
37561861,Inavolisib,Component,HemOnc,Drug,145920,,1735491
37561923,Nimotuzumab,Component,HemOnc,Drug,146267,,36853220
37561930,Obecabtagene autoleucel,Component,HemOnc,Drug,146281,,36853576
37561997,Revumenib,Component,HemOnc,Drug,146444,,1253378
37562068,Zanidatamab,Component,HemOnc,Drug,146793,,36863638
37562071,Zuberitamab,Component,HemOnc,Drug,146843,,36860276
37562074,BMS-275291,Component,HemOnc,Drug,110498,U,36849507
42542257,Enfortumab vedotin,Component,HemOnc,Drug,3563,,37498261
42542260,Trastuzumab deruxtecan,Component,HemOnc,Drug,3590,,902724
42542271,Tositumomab and I-131 (Bexxar),Component,HemOnc,Drug,11194,U,19068894
42542280,Avapritinib,Component,HemOnc,Drug,25334,,37498468
42542386,Rituximab-pvvr,Component,HemOnc,Drug,48315,,1314273
42542388,Trastuzumab-anns,Component,HemOnc,Drug,48338,,1387104
42542389,Trastuzumab-dttb,Component,HemOnc,Drug,48339,,1387104
42542390,Trastuzumab-qyyp,Component,HemOnc,Drug,48340,,1387104
42542411,Zanubrutinib,Component,HemOnc,Drug,50482,,37497691
42542420,Asciminib,Component,HemOnc,Drug,53780,,702133
42542436,Luspatercept,Component,HemOnc,Drug,54062,,37497705
42542438,Osocimab,Component,HemOnc,Drug,54147,,36857030
42542441,Tazemetostat,Component,HemOnc,Drug,54224,,37498602
